"";"classe 1";"classe 2";"classe 3";"classe 4"
"recrean";-1,783;16,499;-0,787;-1,989
"recopilar";-1,337;0,365;0,623;0
"recontra";0,009;-0,727;-0,591;1,515
"reconciliación";-1,337;0,365;-0,591;1,515
"recomendé";0,009;-0,727;-0,591;1,515
"recluir";0,009;-0,727;0,623;0
"reclamante";0,009;0,365;-0,591;0
"reciclando";-1,337;-0,727;0,623;1,515
"rechazo";0,009;-0,727;0,623;0
"recapitulando";-1,337;-0,727;-0,591;6,035
"realización";0,009;-0,727;-0,591;1,515
"rd";-1,337;-0,727;5,507;0
"rayo";-0,064;2,367;-0,787;-0,121
"ray";-1,783;-0,97;9,981;-0,121
"ratificar";0,009;0,365;-0,591;0
"rastro";1,806;-0,727;-0,591;0
"ramón";-1,783;-0,97;0,213;3,151
"rafa";-1,337;-0,727;-0,591;6,035
"rado";-0,064;0,077;-0,787;0,509
"radioisótopos";0,009;-0,727;5,507;-1,491
"racionar";1,806;-0,727;-0,591;0
"rabí";0,009;-0,727;0,623;0
"quisnerismo";-1,337;-0,727;15,243;-1,491
"quio";-1,337;4,247;-0,591;0
"quedo";0,009;-0,727;-0,591;1,515
"qua";1,806;0,365;-0,591;-1,491
"páramos";1,806;-0,727;-0,591;0
"puntería";0,009;0,365;-0,591;0
"pulseada";-1,337;-0,727;15,243;-1,491
"pulpero";-1,783;7,841;-0,787;-0,121
"pródiga";-0,064;7,841;-0,787;-1,989
"pruno";-1,783;16,499;-0,787;-1,989
"prun";-0,064;-0,97;3,278;-0,121
"prudencia";0,009;-0,727;0,623;0
"proximidad";-1,337;-0,727;15,243;-1,491
"protagonismo";-1,783;-0,97;9,981;-0,121
"prolija";1,806;-0,727;-0,591;0
"presidiar";-1,337;0,365;-0,591;1,515
"preparación";-1,337;0,365;-0,591;1,515
"premos";6,73;-0,727;-0,591;-1,491
"pregúntenle";-1,337;-0,727;-0,591;6,035
"preguntándole";0,009;-0,727;5,507;-1,491
"predicar";0,009;-0,727;0,623;0
"praxis";1,806;-0,727;-0,591;0
"practicamos";-1,337;-0,727;0,623;1,515
"posguerra";1,806;-0,727;0,623;-1,491
"portentoso";0,009;4,247;-0,591;-1,491
"portamos";0,009;0,365;-0,591;0
"porqué";-1,337;4,247;-0,591;0
"poquitico";-1,337;-0,727;0,623;1,515
"politizar";0,009;4,247;-0,591;-1,491
"poli";-1,337;-0,727;0,623;1,515
"podernos";1,806;0,365;-0,591;-1,491
"podcast";-1,337;-0,727;-0,591;6,035
"pobrerío";6,73;-0,727;-0,591;-1,491
"poa";-1,337;12,374;-0,591;-1,491
"pnt";-1,337;0,365;-0,591;1,515
"pluralidad";1,806;0,365;-0,591;-1,491
"piña";0,009;-0,727;-0,591;1,515
"piz";-1,337;0,365;-0,591;1,515
"pisen";-1,337;0,365;-0,591;1,515
"piponzi";-1,337;-0,727;0,623;1,515
"pinchar";6,73;-0,727;-0,591;-1,491
"petra";3,659;0,077;-0,787;-1,989
"pesito";-1,337;0,365;0,623;0
"pesa";0,009;-0,727;-0,591;1,515
"peró";-1,337;-0,727;15,243;-1,491
"perverso";0,009;-0,727;5,507;-1,491
"permisivo";0,009;-0,727;0,623;0
"permanencia";0,009;0,365;0,623;-1,491
"perjudicial";6,73;-0,727;-0,591;-1,491
"periódicamente";0,009;0,365;-0,591;0
"perchada";1,806;-0,727;0,623;-1,491
"pera";-1,783;7,841;-0,787;-0,121
"pepi";0,009;-0,727;-0,591;1,515
"pensionar";0,009;0,365;0,623;-1,491
"pensass";1,806;-0,727;-0,591;0
"peligrosísimo";6,73;-0,727;-0,591;-1,491
"peldaño";-0,064;2,367;-0,787;-0,121
"ped";-1,337;-0,727;-0,591;6,035
"pecador";8,974;-0,97;-0,787;-1,989
"pcnt";6,73;-0,727;-0,591;-1,491
"pavos";0,009;4,247;-0,591;-1,491
"patriarcal";1,806;-0,727;0,623;-1,491
"patio";8,974;-0,97;-0,787;-1,989
"paternos";-1,337;0,365;-0,591;1,515
"pateen";0,009;-0,727;-0,591;1,515
"patatán";-1,337;4,247;-0,591;0
"pat";-0,064;2,367;-0,787;-0,121
"pasás";1,806;0,365;-0,591;-1,491
"pasillo|paso";-1,337;-0,727;-0,591;6,035
"particularidad";-1,337;-0,727;0,623;1,515
"participante";0,009;-0,727;5,507;-1,491
"paraá";-1,337;-0,727;-0,591;6,035
"parate";0,689;-0,97;0,213;-0,121
"parafernalia";-1,337;0,365;-0,591;1,515
"parada";-1,337;0,365;-0,591;1,515
"panoplia";1,806;0,365;-0,591;-1,491
"pandemias";0,009;0,365;-0,591;0
"pam";0,009;-0,727;-0,591;1,515
"palma";0,009;-0,727;-0,591;1,515
"paleta";-1,783;0,077;-0,787;3,151
"padrino";-1,783;0,077;0,213;0,509
"padecí";-1,337;0,365;-0,591;1,515
"padecimientos";-1,783;-0,97;3,278;0,509
"pacha";-1,337;-0,727;-0,591;6,035
"otoño";-1,337;4,247;-0,591;0
"ose";-1,337;-0,727;15,243;-1,491
"oscilación";0,009;-0,727;0,623;0
"opini";0,009;-0,727;5,507;-1,491
"opinable";1,806;-0,727;0,623;-1,491
"olimpiada";-1,337;-0,727;-0,591;6,035
"ofensivo";6,73;-0,727;-0,591;-1,491
"oeste";-1,337;-0,727;5,507;0
"odiando";-1,337;12,374;-0,591;-1,491
"obsesión";-1,783;-0,97;3,278;0,509
"nórdico";-1,783;-0,97;20,324;-1,989
"numérico";1,806;-0,727;-0,591;0
"nudo";0,009;4,247;-0,591;-1,491
"nodo";-1,783;-0,97;20,324;-1,989
"nobiliario";6,73;-0,727;-0,591;-1,491
"nobiliarias";6,73;-0,727;-0,591;-1,491
"nobel";0,009;0,365;-0,591;0
"neitar";0,689;2,367;-0,787;-1,989
"negacionistas";6,73;-0,727;-0,591;-1,491
"neces";-1,783;-0,97;0,213;3,151
"ne";1,806;0,365;-0,591;-1,491
"navo";-1,337;-0,727;-0,591;6,035
"narcotraficante";-1,337;0,365;5,507;-1,491
"nano";0,009;-0,727;-0,591;1,515
"nadar";0,009;-0,727;-0,591;1,515
"músculos";0,009;0,365;-0,591;0
"mónica";-1,337;-0,727;5,507;0
"musin";-1,337;-0,727;15,243;-1,491
"muestra";-1,337;0,365;-0,591;1,515
"mueble";-1,337;-0,727;15,243;-1,491
"motitos";-1,783;-0,97;-0,787;8,047
"motito";-1,783;-0,97;-0,787;8,047
"mosca";-1,337;0,365;-0,591;1,515
"morín";-1,783;-0,97;20,324;-1,989
"monteo";-1,783;-0,97;0,213;3,151
"monopólico";8,974;-0,97;-0,787;-1,989
"momentáneamente";-1,337;-0,727;15,243;-1,491
"modna";8,974;-0,97;-0,787;-1,989
"mo";0,009;4,247;-0,591;-1,491
"minutitos";0,009;-0,727;-0,591;1,515
"mini";1,806;-0,727;0,623;-1,491
"mimar";-1,337;0,365;0,623;0
"millon";0,009;-0,727;-0,591;1,515
"milito";0,009;-0,727;-0,591;1,515
"mij";-1,337;0,365;0,623;0
"miel";0,009;0,365;-0,591;0
"mezclarse";0,009;-0,727;-0,591;1,515
"metafísico";-1,783;16,499;-0,787;-1,989
"mer";-1,337;-0,727;5,507;0
"mensalao";-1,337;-0,727;0,623;1,515
"mengano";6,73;-0,727;-0,591;-1,491
"megalópoli";-1,337;12,374;-0,591;-1,491
"mega";-1,783;-0,97;3,278;0,509
"medalla";0,009;-0,727;0,623;0
"mcdonald";1,806;-0,727;0,623;-1,491
"maí";-1,337;-0,727;-0,591;6,035
"mazo";0,009;-0,727;-0,591;1,515
"matungos";-1,337;-0,727;-0,591;6,035
"maternos";-1,337;0,365;-0,591;1,515
"materno";-1,337;-0,727;0,623;1,515
"marí";-1,337;-0,727;0,623;1,515
"marus";0,009;-0,727;0,623;0
"marquesina";-1,337;-0,727;0,623;1,515
"marche";-1,337;-0,727;-0,591;6,035
"maní";0,009;-0,727;0,623;0
"manguera";-1,783;-0,97;3,278;0,509
"manejaste";-1,337;-0,727;0,623;1,515
"mandatado";0,009;-0,727;5,507;-1,491
"maligno";0,009;-0,727;-0,591;1,515
"malido";-1,337;0,365;5,507;-1,491
"malestar";0,009;-0,727;5,507;-1,491
"madrina";-1,337;-0,727;0,623;1,515
"maceta";-1,337;-0,727;-0,591;6,035
"m19";-1,783;-0,97;-0,787;8,047
"lun";0,009;0,365;-0,591;0
"luche";6,73;-0,727;-0,591;-1,491
"lotería";-1,337;4,247;-0,591;0
"loos";0,009;0,365;-0,591;0
"localidad";-1,337;-0,727;0,623;1,515
"ln";1,806;-0,727;-0,591;0
"llevarse";-1,337;-0,727;5,507;0
"llenen";1,806;-0,727;-0,591;0
"litoral";0,009;-0,727;-0,591;1,515
"liquidez";-1,337;0,365;5,507;-1,491
"lio";-1,337;-0,727;-0,591;6,035
"liebre";-1,337;-0,727;-0,591;6,035
"librar";0,009;-0,727;0,623;0
"leías";-1,337;-0,727;-0,591;6,035
"levar";-1,337;-0,727;-0,591;6,035
"legalizamos";1,806;-0,727;-0,591;0
"legaliza";-1,337;-0,727;15,243;-1,491
"led";6,73;-0,727;-0,591;-1,491
"laudo";0,689;-0,97;3,278;-1,989
"lasas";0,009;-0,727;0,623;0
"lanzamiento";-1,783;-0,97;9,981;-0,121
"laburan";0,009;4,247;-0,591;-1,491
"kusturica";0,009;-0,727;-0,591;1,515
"klein";-1,337;-0,727;-0,591;6,035
"kisner";-1,337;-0,727;15,243;-1,491
"júntense";1,806;0,365;-0,591;-1,491
"justificable";3,659;0,077;-0,787;-1,989
"juramento";-1,337;-0,727;-0,591;6,035
"julia";1,806;-0,727;-0,591;0
"jubile";0,009;-0,727;-0,591;1,515
"jovenes";-1,783;-0,97;0,213;3,151
"jornalero";-1,337;-0,727;-0,591;6,035
"jodernos";-1,337;4,247;-0,591;0
"jodedor";0,009;4,247;-0,591;-1,491
"izar";-0,064;0,077;0,213;-0,121
"ismo";0,009;-0,727;0,623;0
"irresponsables";1,806;-0,727;-0,591;0
"irrelevante";8,974;-0,97;-0,787;-1,989
"irracionalidades";-1,337;0,365;-0,591;1,515
"invertiste";1,806;0,365;-0,591;-1,491
"inventarme";0,009;-0,727;-0,591;1,515
"intuir";0,009;0,365;-0,591;0
"intradomiciliarios";8,974;-0,97;-0,787;-1,989
"intermediario";-1,337;-0,727;-0,591;6,035
"interlan";1,806;-0,727;0,623;-1,491
"inspiración";0,009;-0,727;0,623;0
"insertar";-1,337;0,365;-0,591;1,515
"inmunológico";1,806;0,365;-0,591;-1,491
"inmateriales";1,806;0,365;-0,591;-1,491
"influenciar";-1,783;16,499;-0,787;-1,989
"infelices";-1,337;4,247;-0,591;0
"inercia";6,73;-0,727;-0,591;-1,491
"indignar";0,009;-0,727;0,623;0
"independientemente";0,009;-0,727;5,507;-1,491
"incrustado";1,806;0,365;-0,591;-1,491
"incluyente";-1,337;0,365;5,507;-1,491
"incierto";0,009;0,365;0,623;-1,491
"incentivo";-0,064;-0,97;0,213;0,509
"incapacidad";-1,337;4,247;-0,591;0
"inca";-1,337;-0,727;-0,591;6,035
"inapelablemente";1,806;0,365;-0,591;-1,491
"inadecuado";1,806;-0,727;-0,591;0
"imprenta";0,009;0,365;0,623;-1,491
"important";8,974;-0,97;-0,787;-1,989
"impactar";8,974;-0,97;-0,787;-1,989
"impactado";-1,337;-0,727;5,507;0
"imaginate";-1,337;-0,727;0,623;1,515
"il";1,806;-0,727;0,623;-1,491
"igo";-1,337;-0,727;-0,591;6,035
"huésped";-1,337;-0,727;0,623;1,515
"humildemente";0,009;-0,727;-0,591;1,515
"hotelero";-1,337;0,365;5,507;-1,491
"hortícola";-1,337;-0,727;-0,591;6,035
"hortaliza";-1,783;-0,97;-0,787;8,047
"hitar";0,009;-0,727;-0,591;1,515
"herro";-1,337;-0,727;0,623;1,515
"herrero";-1,337;0,365;0,623;0
"heladeras";-1,337;4,247;-0,591;0
"hectas";-1,337;-0,727;-0,591;6,035
"haí";-1,337;0,365;0,623;0
"hacerlas";6,73;-0,727;-0,591;-1,491
"habitualmente";1,806;-0,727;-0,591;0
"haar";0,009;0,365;-0,591;0
"gurices";0,689;0,077;-0,787;-0,121
"gurelurra";-1,337;-0,727;5,507;0
"grosero";0,689;-0,97;-0,787;0,509
"gritamos";-1,337;12,374;-0,591;-1,491
"gripeciña";-1,337;12,374;-0,591;-1,491
"grillada";6,73;-0,727;-0,591;-1,491
"gozo";-1,783;0,077;-0,787;3,151
"go";-1,337;-0,727;5,507;0
"gimnasio";-1,337;0,365;-0,591;1,515
"geométrico";0,009;0,365;-0,591;0
"geográficamente";-1,337;-0,727;15,243;-1,491
"geo";-1,337;-0,727;0,623;1,515
"gastaría";1,806;0,365;-0,591;-1,491
"garrotazo";-1,783;16,499;-0,787;-1,989
"garrillero";-1,337;-0,727;0,623;1,515
"garreta";-1,337;-0,727;-0,591;6,035
"gar";-1,337;-0,727;-0,591;6,035
"fí";1,806;-0,727;-0,591;0
"fábio";-1,337;-0,727;0,623;1,515
"fy";-1,783;-0,97;20,324;-1,989
"futurista";1,806;-0,727;-0,591;0
"futbolista";-1,337;-0,727;-0,591;6,035
"fusilar";-1,337;-0,727;0,623;1,515
"fusca";-1,337;4,247;-0,591;0
"furgoneta";0,009;0,365;0,623;-1,491
"fu";0,009;-0,727;-0,591;1,515
"fructífero";-1,783;2,367;-0,787;0,509
"frigor";-1,337;0,365;-0,591;1,515
"frei";-1,337;-0,727;15,243;-1,491
"franquicia";6,73;-0,727;-0,591;-1,491
"franqueza";0,009;-0,727;5,507;-1,491
"fraguar";0,689;-0,97;0,213;-0,121
"fragatas";-1,337;-0,727;-0,591;6,035
"fotoo";-1,337;0,365;-0,591;1,515
"formular";-1,337;-0,727;5,507;0
"formarlo";3,659;0,077;-0,787;-1,989
"florio";-1,337;-0,727;-0,591;6,035
"florcita";-1,783;2,367;-0,787;0,509
"flamante";-1,337;-0,727;-0,591;6,035
"flacos";-1,337;0,365;5,507;-1,491
"fiscalía";-1,783;-0,97;20,324;-1,989
"finanza";1,806;-0,727;0,623;-1,491
"financiamiento";0,009;-0,727;-0,591;1,515
"finalidad";1,806;-0,727;0,623;-1,491
"filosofías";0,009;0,365;-0,591;0
"fierros";0,009;-0,727;-0,591;1,515
"fideos";-1,337;-0,727;-0,591;6,035
"fibra";1,806;0,365;-0,591;-1,491
"fetiche";-1,337;4,247;-0,591;0
"fertilizante";1,806;-0,727;-0,591;0
"fer";1,806;-0,727;0,623;-1,491
"felicitar";-1,337;-0,727;-0,591;6,035
"falacia";1,806;0,365;-0,591;-1,491
"factotum";-1,337;-0,727;-0,591;6,035
"facto";0,009;-0,727;5,507;-1,491
"extrañes";-1,783;-0,97;-0,787;8,047
"extracción";1,806;-0,727;0,623;-1,491
"expropiar";0,009;-0,727;0,623;0
"explicarme";0,009;0,365;-0,591;0
"expediente";-1,337;-0,727;0,623;1,515
"exilio";-1,337;-0,727;0,623;1,515
"exguerrillero";-1,337;-0,727;0,623;1,515
"evaluar";-1,337;0,365;0,623;0
"estve";0,009;-0,727;-0,591;1,515
"estupid";0,009;-0,727;0,623;0
"estufa";-1,337;0,365;-0,591;1,515
"estrato";1,806;-0,727;-0,591;0
"estrado";0,009;0,365;-0,591;0
"estn";-1,337;-0,727;-0,591;6,035
"estipular";-1,337;-0,727;0,623;1,515
"estimular";0,689;0,077;0,213;-1,989
"estampa";-1,783;16,499;-0,787;-1,989
"estallar";-1,337;-0,727;-0,591;6,035
"estab";-1,337;-0,727;-0,591;6,035
"esquimal";-1,783;-0,97;-0,787;8,047
"esplendorosa";-1,337;0,365;0,623;0
"espina";0,009;-0,727;5,507;-1,491
"espectador";-1,337;-0,727;0,623;1,515
"espada";-1,783;-0,97;0,213;3,151
"epopeya";1,806;-0,727;-0,591;0
"entrábamos";-1,337;4,247;-0,591;0
"entreverar";-1,337;0,365;5,507;-1,491
"entretenemos";-1,337;0,365;-0,591;1,515
"entrampar";1,806;-0,727;-0,591;0
"enton";1,806;-0,727;-0,591;0
"eno";-1,783;-0,97;-0,787;8,047
"enlentecido";0,009;-0,727;5,507;-1,491
"enjuiciar";0,009;0,365;-0,591;0
"eng";6,73;-0,727;-0,591;-1,491
"encuadra";-1,783;0,077;-0,787;3,151
"enc";-1,337;-0,727;-0,591;6,035
"empeñaron";0,009;-0,727;0,623;0
"emisario";-1,337;0,365;-0,591;1,515
"emendar";0,009;4,247;-0,591;-1,491
"embudo";1,806;-0,727;-0,591;0
"eludir";0,689;2,367;-0,787;-1,989
"eliseo";-1,337;-0,727;0,623;1,515
"elector";0,009;-0,727;0,623;0
"ele";-1,337;-0,727;0,623;1,515
"elaboración";0,009;0,365;0,623;-1,491
"ejercitar";-1,783;16,499;-0,787;-1,989
"einstein";0,009;4,247;-0,591;-1,491
"educamos";0,009;-0,727;-0,591;1,515
"ecologista";-1,337;-0,727;0,623;1,515
"durazno";-1,337;-0,727;-0,591;6,035
"dotación";-1,337;-0,727;-0,591;6,035
"dorar";6,73;-0,727;-0,591;-1,491
"documentación";-1,337;-0,727;5,507;0
"docente";1,806;0,365;-0,591;-1,491
"docencia";0,009;4,247;-0,591;-1,491
"doblar";-1,337;-0,727;5,507;0
"distinguir";1,806;-0,727;0,623;-1,491
"disquero";-1,337;-0,727;-0,591;6,035
"disputamos";1,806;-0,727;-0,591;0
"disparé";0,009;0,365;-0,591;0
"disparadora";-1,337;-0,727;-0,591;6,035
"disolver";0,009;-0,727;-0,591;1,515
"disimulando";-1,337;0,365;0,623;0
"disimulados";-1,783;-0,97;9,981;-0,121
"disfrazo";-1,337;0,365;-0,591;1,515
"dilemas";0,009;-0,727;5,507;-1,491
"dificilísimos";0,009;-0,727;0,623;0
"diferenciar";1,806;-0,727;0,623;-1,491
"dichosos";-1,337;-0,727;0,623;1,515
"dialogamos";0,009;-0,727;5,507;-1,491
"detractor";-0,064;-0,97;0,213;0,509
"desubicado";0,009;-0,727;5,507;-1,491
"despensa";-1,337;0,365;-0,591;1,515
"desorden";0,009;-0,727;5,507;-1,491
"desmorone";0,009;-0,727;5,507;-1,491
"desmilitarizar";1,806;-0,727;0,623;-1,491
"designación";-1,337;-0,727;0,623;1,515
"desesperado";0,689;2,367;-0,787;-1,989
"descuidó";-1,337;-0,727;0,623;1,515
"descripción";1,806;-0,727;0,623;-1,491
"descentralizó";0,009;-0,727;5,507;-1,491
"descendencia";1,806;-0,727;-0,591;0
"desbordar";1,806;0,365;-0,591;-1,491
"desastroso";-1,337;0,365;0,623;0
"desagradecido";0,009;0,365;-0,591;0
"derrochamos";0,009;0,365;-0,591;0
"depresión";0,009;0,365;-0,591;0
"depois";-1,337;-0,727;15,243;-1,491
"demostración";-0,064;-0,97;9,981;-1,989
"demora";-1,337;-0,727;5,507;0
"democra";0,009;-0,727;5,507;-1,491
"deme";-1,783;2,367;0,213;-0,121
"delado";0,009;-0,727;-0,591;1,515
"degradado";0,009;-0,727;-0,591;1,515
"degradación";1,806;-0,727;0,623;-1,491
"defraudar";-1,337;0,365;5,507;-1,491
"deer";0,009;-0,727;5,507;-1,491
"deel";0,689;2,367;-0,787;-1,989
"dedicación";1,806;-0,727;-0,591;0
"decis";-1,337;-0,727;-0,591;6,035
"decidís";-1,337;4,247;-0,591;0
"deca";-1,337;-0,727;-0,591;6,035
"cúpula";-1,337;0,365;5,507;-1,491
"cátedra";1,806;0,365;-0,591;-1,491
"cuánta";-1,337;-0,727;0,623;1,515
"cumplirla";-1,337;-0,727;0,623;1,515
"culminar";-1,783;-0,97;20,324;-1,989
"cuestiono";-1,337;4,247;-0,591;0
"cuentra";1,806;-0,727;0,623;-1,491
"cuat";0,009;0,365;-0,591;0
"cs";-0,064;-0,97;-0,787;3,151
"crónicamente";6,73;-0,727;-0,591;-1,491
"crucial";-1,337;0,365;-0,591;1,515
"croqueta";0,009;4,247;-0,591;-1,491
"cronológico";0,009;-0,727;0,623;0
"cristel";-1,783;-0,97;20,324;-1,989
"crisol";1,806;-0,727;0,623;-1,491
"criollo";-1,337;-0,727;-0,591;6,035
"coñ";-1,337;-0,727;15,243;-1,491
"costill";-1,337;12,374;-0,591;-1,491
"cosechadora";-1,337;-0,727;-0,591;6,035
"cortoplacismo";0,009;4,247;-0,591;-1,491
"correspondencia";0,009;-0,727;-0,591;1,515
"coronar";1,806;-0,727;0,623;-1,491
"cor";0,009;4,247;-0,591;-1,491
"convulsionado";0,009;0,365;0,623;-1,491
"convengamos";-1,337;-0,727;5,507;0
"contrincante";6,73;-0,727;-0,591;-1,491
"contrapeso";0,009;0,365;-0,591;0
"contrapartida";0,009;-0,727;-0,591;1,515
"contemplo";-1,337;0,365;0,623;0
"contagio";6,73;-0,727;-0,591;-1,491
"contagiar";8,974;-0,97;-0,787;-1,989
"consultá";0,009;0,365;0,623;-1,491
"construirlo";-1,337;0,365;0,623;0
"consecuente";0,009;0,365;0,623;-1,491
"conmueven";0,009;0,365;0,623;-1,491
"congelamiento";6,73;-0,727;-0,591;-1,491
"confusianos";0,009;-0,727;-0,591;1,515
"confucio";-0,064;2,367;-0,787;-0,121
"confort";-1,337;4,247;-0,591;0
"confluencia";1,806;-0,727;-0,591;0
"conflictivo";6,73;-0,727;-0,591;-1,491
"conferación española de cajas de ahorros";-1,337;4,247;-0,591;0
"conectividad";0,009;-0,727;-0,591;1,515
"condicional";1,806;-0,727;0,623;-1,491
"conde";0,009;0,365;-0,591;0
"concurrente";1,806;-0,727;0,623;-1,491
"conciliamos";-1,337;-0,727;-0,591;6,035
"conaprole";0,009;-0,727;0,623;0
"comprable";-1,337;4,247;-0,591;0
"complicarle";-1,337;12,374;-0,591;-1,491
"comparo";1,806;0,365;-0,591;-1,491
"comarca";0,009;-0,727;-0,591;1,515
"colonizaron";-1,337;-0,727;15,243;-1,491
"colon";-1,337;-0,727;0,623;1,515
"coletazo";-0,064;-0,97;0,213;0,509
"coleta";-1,337;-0,727;-0,591;6,035
"colectividad";0,009;-0,727;-0,591;1,515
"colaban";-1,337;-0,727;-0,591;6,035
"codo";-1,783;-0,97;-0,787;8,047
"cocinero";-1,337;-0,727;0,623;1,515
"cobra";-1,783;-0,97;-0,787;8,047
"cnn";-1,337;-0,727;-0,591;6,035
"cm";-1,337;4,247;-0,591;0
"clinton";0,009;-0,727;-0,591;1,515
"clausura";-1,783;-0,97;-0,787;8,047
"cirugía";0,009;-0,727;0,623;0
"circo";-1,337;0,365;0,623;0
"cinto";0,009;0,365;-0,591;0
"cienci";0,009;-0,727;0,623;0
"chácara";-1,337;-0,727;-0,591;6,035
"chsk";-1,337;-0,727;0,623;1,515
"christina";-1,783;-0,97;3,278;0,509
"chorena";-1,337;-0,727;-0,591;6,035
"cho";-1,783;2,367;-0,787;0,509
"chisporroteo";-1,337;-0,727;-0,591;6,035
"chilo";-1,337;4,247;-0,591;0
"chiflado";0,009;-0,727;-0,591;1,515
"chicando";0,689;0,077;-0,787;-0,121
"charrúa";-1,337;-0,727;-0,591;6,035
"chacareros";-1,337;-0,727;-0,591;6,035
"chaca";-1,337;-0,727;-0,591;6,035
"cento";0,009;-0,727;-0,591;1,515
"centenario";-1,783;-0,97;-0,787;8,047
"cenar";-1,337;-0,727;0,623;1,515
"cemento";6,73;-0,727;-0,591;-1,491
"celebración";-1,337;0,365;5,507;-1,491
"cauce";6,73;-0,727;-0,591;-1,491
"castigaba";-1,337;-0,727;-0,591;6,035
"carámbula";-1,783;-0,97;-0,787;8,047
"cará";6,73;-0,727;-0,591;-1,491
"cartón";-1,337;-0,727;-0,591;6,035
"carretilla";-1,337;-0,727;-0,591;6,035
"carrero";-1,337;-0,727;-0,591;6,035
"carnet";1,806;-0,727;-0,591;0
"carneli";-1,783;-0,97;9,981;-0,121
"cargador";-1,337;0,365;-0,591;1,515
"caracterizo";0,689;0,077;-0,787;-0,121
"capón";1,806;-0,727;-0,591;0
"cantor";-1,783;-0,97;-0,787;8,047
"cantina";-1,337;-0,727;-0,591;6,035
"cannes";0,009;-0,727;-0,591;1,515
"campamento";-1,337;4,247;-0,591;0
"camp";-1,783;-0,97;-0,787;8,047
"caminito";-1,783;-0,97;-0,787;8,047
"caminería";0,009;-0,727;0,623;0
"cambi";-1,783;16,499;-0,787;-1,989
"calentura";0,009;-0,727;0,623;0
"calar";0,009;-0,727;-0,591;1,515
"calaboso";-1,337;0,365;-0,591;1,515
"cajoncito";-1,337;-0,727;-0,591;6,035
"cagaban";1,806;-0,727;-0,591;0
"cadáver";0,009;-0,727;-0,591;1,515
"cachilo";-1,337;0,365;-0,591;1,515
"cabal";1,806;-0,727;0,623;-1,491
"burla";0,009;-0,727;0,623;0
"burgo";-1,337;0,365;0,623;0
"buo";0,009;-0,727;-0,591;1,515
"buda";0,009;-0,727;-0,591;1,515
"buceen";-1,783;-0,97;0,213;3,151
"bucear";1,806;-0,727;-0,591;0
"bromado";0,009;4,247;-0,591;-1,491
"brindamos";0,009;0,365;0,623;-1,491
"braza";1,806;0,365;-0,591;-1,491
"braga";-1,337;0,365;0,623;0
"botón";0,009;-0,727;-0,591;1,515
"botijas";6,73;-0,727;-0,591;-1,491
"botija";1,806;-0,727;-0,591;0
"bordar";1,806;-0,727;-0,591;0
"bord";-1,337;-0,727;-0,591;6,035
"bono";-1,337;-0,727;0,623;1,515
"bombitas";-1,783;-0,97;-0,787;8,047
"bolilla";0,009;-0,727;-0,591;1,515
"boda";-1,337;-0,727;0,623;1,515
"bimbo";0,009;-0,727;-0,591;1,515
"betto";-1,337;-0,727;15,243;-1,491
"benedetti";-1,337;-0,727;-0,591;6,035
"ben";-1,337;-0,727;-0,591;6,035
"bb";-1,337;0,365;-0,591;1,515
"bautista";-1,337;-0,727;-0,591;6,035
"batallón";-1,337;-0,727;5,507;0
"basamento";6,73;-0,727;-0,591;-1,491
"barretines";1,806;0,365;-0,591;-1,491
"banqu";-1,337;-0,727;-0,591;6,035
"bank";6,73;-0,727;-0,591;-1,491
"bandoneón";-1,783;-0,97;-0,787;8,047
"bandeja";0,009;-0,727;0,623;0
"bancando";-1,783;-0,97;20,324;-1,989
"bailarín";0,009;-0,727;-0,591;1,515
"ba";0,009;0,365;-0,591;0
"añoras";-1,337;0,365;-0,591;1,515
"añoraba";-1,337;0,365;-0,591;1,515
"azpeitia";-1,337;-0,727;-0,591;6,035
"ayúdame";0,009;4,247;-0,591;-1,491
"avatar";0,009;0,365;-0,591;0
"autodefine";-1,337;-0,727;5,507;0
"autocontrole";0,009;4,247;-0,591;-1,491
"autitos";1,806;0,365;-0,591;-1,491
"ausente";-1,337;-0,727;5,507;0
"aug";-1,337;-0,727;0,623;1,515
"atípico";-1,783;2,367;-0,787;0,509
"atomizados";-1,337;-0,727;0,623;1,515
"atendible";1,806;0,365;-0,591;-1,491
"atenderme";-1,337;-0,727;-0,591;6,035
"atemperar";0,689;0,077;-0,787;-0,121
"atardecer";-1,337;-0,727;-0,591;6,035
"atajo";6,73;-0,727;-0,591;-1,491
"atajar";1,806;-0,727;-0,591;0
"atacama";8,974;-0,97;-0,787;-1,989
"asunción";-1,337;-0,727;0,623;1,515
"astronómico";-1,337;-0,727;-0,591;6,035
"asori";-1,337;-0,727;0,623;1,515
"asentar";1,806;-0,727;-0,591;0
"asaltar";-1,337;-0,727;0,623;1,515
"arroyo";-1,783;0,077;-0,787;3,151
"arrocito";0,009;-0,727;-0,591;1,515
"arriman";-0,064;-0,97;3,278;-0,121
"arrepientas";-0,064;7,841;-0,787;-1,989
"arregl";-1,337;-0,727;-0,591;6,035
"arrastr";-1,337;-0,727;-0,591;6,035
"arrancando";-1,337;0,365;-0,591;1,515
"aro";-1,337;4,247;-0,591;0
"arm";-1,783;-0,97;20,324;-1,989
"aristocrático";1,806;-0,727;-0,591;0
"aria";0,689;-0,97;-0,787;0,509
"argelia";1,806;0,365;-0,591;-1,491
