"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"8844";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8845";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8846";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8847";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8848";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8849";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8850";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8851";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8852";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8853";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8854";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8855";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8856";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8857";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8858";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8859";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8860";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8861";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8862";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8863";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8864";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8865";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8866";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8867";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8868";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8869";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8870";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8871";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8872";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8873";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8874";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8875";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8876";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8877";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8878";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8879";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8880";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8881";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8882";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8883";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8884";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8885";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8886";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8887";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8888";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8889";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8890";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8891";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8892";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8893";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8894";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8895";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8896";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8897";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8898";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8899";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8900";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8901";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8902";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8903";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8904";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8905";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8906";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8907";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8908";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8909";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8910";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8911";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8912";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8913";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8914";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8915";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8916";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8917";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8918";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8919";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8920";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8921";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8922";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8923";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8924";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8925";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8926";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8927";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8928";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8929";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8930";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8931";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8932";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8933";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8934";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8935";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8936";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8937";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8938";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8939";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8940";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8941";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8942";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8943";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8944";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8945";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8946";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8947";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8948";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8949";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8950";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8951";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8952";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8953";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8954";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8955";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8956";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8957";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8958";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8959";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8960";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8961";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8962";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8963";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8964";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8965";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8966";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8967";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8968";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8969";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8970";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"8971";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8972";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8973";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8974";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8975";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8976";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8977";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8978";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8979";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8980";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8981";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8982";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8983";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8984";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8985";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8986";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8987";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8988";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8989";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8990";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8991";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8992";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8993";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8994";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"8995";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8996";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8997";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"8998";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8999";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9000";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9001";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9002";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9003";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9004";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"9005";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9006";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9007";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9008";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9009";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9010";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9011";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9012";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9013";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9014";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9015";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9016";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9017";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9018";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9019";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9020";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9021";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9022";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9023";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9024";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9025";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9026";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9027";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9028";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9029";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9030";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9031";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9032";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9033";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9034";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9035";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9036";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9037";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9038";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9039";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9040";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9041";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9042";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9043";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9044";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9045";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9046";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9047";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9048";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"9049";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9050";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9051";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9052";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9053";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9054";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9055";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9056";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"9057";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"9058";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9059";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9060";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9061";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9062";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9063";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9064";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9065";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9066";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9067";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9068";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9069";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9070";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9071";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9072";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9073";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9074";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9075";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9076";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9077";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9078";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9079";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9080";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9081";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9082";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9083";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9084";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9085";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9086";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9087";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9088";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9089";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9090";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9091";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9092";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"9093";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9094";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9095";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9096";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9097";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9098";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9099";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9100";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9101";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9102";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"9103";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9104";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9105";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9106";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9107";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9108";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9109";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9110";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9111";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9112";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9113";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9114";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9115";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9116";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9117";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9118";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9119";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9120";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9121";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9122";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9123";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9124";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9125";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9126";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9127";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9128";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9129";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9130";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9131";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9132";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9133";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9134";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9135";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9136";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9137";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9138";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9139";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9140";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9141";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9142";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9143";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9144";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9145";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9146";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9147";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9148";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9149";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9150";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9151";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9152";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9153";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9154";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9155";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9156";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9157";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9158";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9159";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9160";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9161";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9162";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9163";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9164";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9165";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9166";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9167";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9168";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"9169";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9170";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9171";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9172";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9173";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"9174";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
