"";"X";"V1"
"1430";1430;1
"1431";1431;1
"1432";1432;1
"1433";1433;2
"1434";1434;2
"1435";1435;1
"1436";1436;2
"1437";1437;2
"1438";1438;2
"1439";1439;2
"1440";1440;2
"1441";1441;2
"1442";1442;2
"1443";1443;2
"1444";1444;1
"1445";1445;1
"1446";1446;2
"1447";1447;2
"1448";1448;2
"1449";1449;2
"1450";1450;2
"1451";1451;1
"1452";1452;4
"1453";1453;1
"1454";1454;1
"1455";1455;1
"1456";1456;2
"1457";1457;2
"1458";1458;1
"1459";1459;1
"1460";1460;4
"1461";1461;2
"1462";1462;2
"1463";1463;3
"1464";1464;2
"1465";1465;2
"1466";1466;2
"1467";1467;2
"1468";1468;2
"1469";1469;2
"1470";1470;2
"1471";1471;4
"1472";1472;4
"1473";1473;1
"1474";1474;1
"1475";1475;1
"1476";1476;2
"1477";1477;1
"1478";1478;4
"1479";1479;4
"1480";1480;4
"1481";1481;3
"1482";1482;4
"1483";1483;4
"1484";1484;1
"1485";1485;2
"1486";1486;1
"1487";1487;2
"1488";1488;2
"1489";1489;1
"1490";1490;1
"1491";1491;1
"1492";1492;1
"1493";1493;1
"1494";1494;1
"1495";1495;1
"1496";1496;1
"1497";1497;4
"1498";1498;1
"1499";1499;1
"1500";1500;4
"1501";1501;4
"1502";1502;3
"1503";1503;1
"1504";1504;2
"1505";1505;4
"1506";1506;4
"1507";1507;4
"1508";1508;2
"1509";1509;2
"1510";1510;3
"1511";1511;1
"1512";1512;1
"1513";1513;4
"1514";1514;1
"1515";1515;2
"1516";1516;4
"1517";1517;4
"1518";1518;1
"1519";1519;2
"1520";1520;2
"1521";1521;4
"1522";1522;4
"1523";1523;4
"1524";1524;3
"1525";1525;3
"1526";1526;3
"1527";1527;4
"1528";1528;3
"1529";1529;3
"1530";1530;2
"1531";1531;2
"1532";1532;3
"1533";1533;3
"1534";1534;3
"1535";1535;3
"1536";1536;3
"1537";1537;3
"1538";1538;1
"1539";1539;3
"1540";1540;0
"1541";1541;1
"1542";1542;3
"1543";1543;1
"1544";1544;1
"1545";1545;3
"1546";1546;3
"1547";1547;1
"1548";1548;3
"1549";1549;3
"1550";1550;3
"1551";1551;3
"1552";1552;1
"1553";1553;1
"1554";1554;4
"1555";1555;3
"1556";1556;3
"1557";1557;3
"1558";1558;3
"1559";1559;4
"1560";1560;3
"1561";1561;3
"1562";1562;4
"1563";1563;4
"1564";1564;3
"1565";1565;2
"1566";1566;2
"1567";1567;3
"1568";1568;0
"1569";1569;3
"1570";1570;3
"1571";1571;1
"1572";1572;1
"1573";1573;4
"1574";1574;1
"1575";1575;4
"1576";1576;3
"1577";1577;1
"1578";1578;1
"1579";1579;1
"1580";1580;1
"1581";1581;3
"1582";1582;4
"1583";1583;3
"1584";1584;1
"1585";1585;3
